model_id,model_name,brand_id
718,Scorpio S4 1.99 [2016-2017],14
719,Grand i10 Magna AT 1.2 Kappa VTVT,3
720,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],2
721,Swift ZXi Plus [2018-2019],2
722,Eeco 7 STR STD (O),2
723,Eon Sportz,3
724,Ecosport Titanium 1.5 Ti-VCT,12
725,Duster 110 PS RXZ 4X2 MT Diesel,9
726,GLE 350 d,5
727,Alto VXi [2014-2019],2
728,Yaris V CVT,4
729,2 Series Gran Coupe 220d M Sport [2020-2021],6
730,Polo GT TDI,11
731,Tiago Revotron XM (O) [2016-2019],10
732,Scorpio LX BS-IV,14
733,7-Series 730Ld,6
734,Discovery 2.0 HSE 4WD Diesel,19
735,Ikon DuraTorq 1.4 TDCi,12
736,Cooper D 5 Door,25
737,Vellfire Hybrid,4
738,Celerio ZXi,2
739,Elantra 1.8 SX AT,3
740,Duster 85 PS RXS 4X2 MT Diesel,9
741,Celerio VXi [2019-2020],2
742,Seltos HTK Plus 1.5 iMT,18
743,XJ 3.0 V6 Portfolio,22
744,Verna 1.6 CRDI SX (O),3
745,Verna Fluidic 1.6 VTVT SX Opt AT,3
746,Q8 Celebration,13
747,X4 xDrive30d M Sport X [2019-2020],6
748,City VX (O) MT BL,1
749,Harrier XZA Plus,10
750,Compass Model S (O) 1.4 Petrol DCT,16
751,5-Series 525d Luxury Plus,6
752,X6 xDrive40i M Sport,6
753,XL6 Alpha AT Petrol,2
754,Tigor XZA Plus,10
755,Creta E Plus 1.6 Petrol,3
756,Ciaz Alpha Hybrid 1.5 [2018-2020],2
757,XUV500 W11,14
758,Elite i20 Magna 1.2 [2016-2017],3
759,Elite i20 Asta 1.2 IVT,3
760,A4 2.0 TDI (143bhp),13
761,Creta 1.4 S Plus,3
762,Venue SX (O) 1.5 CRDi,3
763,Go Plus T,28
764,Amaze 1.2 S CVT Petrol [2018-2020],1
765,Baleno Delta 1.3,2
766,Kushaq Style 1.0L TSI MT,7
767,Verna 1.6 VTVT SX (O),3
768,Pajero Select Plus AT,27
769,Elite i20 Sportz 1.4 CRDI [2016-2017],3
770,Creta SX (O) 1.5 Diesel [2020-2022],3
771,Yaris J CVT [2018-2020],4
772,Endeavour Trend 2.2 4x2 AT,12
773,Ciaz VDi+ SHVS,2
774,Duster 110 PS RxZ Diesel,9
775,Endeavour Sport 2.0 4x4 AT,12
776,Kushaq Style 1.0L TSI AT,7
777,Mobilio RS Diesel,1
778,Ghost Extended Wheelbase,32
779,Santro Sportz CNG [2018-2020],3
780,C-Class 220 CDI Elegance AT,5
781,3-Series 320d Luxury Line [2014-2016],6
782,S-Cross Delta 1.6,2
783,Compass Longitude (O) 1.4 Petrol AT [2019-2020],16
784,Discovery Sport SE,19
785,Swift DZire ZDi BS-IV,2
786,Ciaz VDi (O) SHVS,2
787,WR-V S MT Diesel,1
788,Creta 1.6 SX Plus Special Edition,3
789,SX4 ZDI,2
790,Verna SX Plus 1.6 VTVT AT,3
791,i10 Magna,3
792,ES 300h,33
793,X5 xDrive 30d Expedition,6
794,TUV300 T10,14
795,GLA 200 CDI Style,5
796,Range Rover 3.0 V6 Diesel Vogue LWB,19
797,Hector Sharp 1.5 DCT Petrol Dual Tone,15
798,Ertiga VDi 1.3 Diesel,2
799,Discovery Sport HSE Luxury 7-Seater,19
800,XF Portfolio Diesel,22
801,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],3
802,Hector Plus Smart 1.5 DCT Petrol,15
803,City SV CVT,1
804,Baleno Zeta 1.3,2
805,XJ 3.0 Portfolio,22
806,Alto 800 Lx CNG,2
807,Polo Trendline 1.2L (P),11
808,Santro GLS,3
809,Creta 1.6 S Plus AT,3
810,A8 3.0 TDI quattro,13
811,Jazz V Diesel,1
812,Q7 3.0 TDI quattro Premium,13
813,Eon Magna +,3
814,Evoque SE Dynamic,19
815,Redigo T(O) 1.0,28
816,Grand i10 Magna 1.2 Kappa VTVT [2016-2017],3
817,Vento Comfortline Diesel,11
818,Captiva LTZ AWD AT,30
819,Ecosport Titanium + 1.5L TDCi,12
820,A3 40 TFSI Premium,13
821,Superb Style TSI AT,7
822,Alturas G4 4WD AT [2018-2020],14
823,Carnival Limousine Plus 7 STR,18
824,GLA 220 d Activity Edition,5
825,Santro XO eRLX - Euro III,3
826,Scorpio S5,14
827,Tigor Revotron XM,10
828,Innova 2.5 G BS IV 8 STR,4
829,A-Class A 180 Sport Petrol,5
830,Vento Highline 1.0L TSI,11
831,A4 2.0 TDI Technology,13
832,Eon D-Lite +,3
833,Evoque HSE,19
834,Alto LXi CNG [2014-2018],2
835,Figo Titanium1.5 TDCi,12
836,Zest XE 75 PS Diesel,10
837,S-Cross Zeta 1.6,2
838,Celerio X Vxi AMT [2017-2019],2
839,i10 Asta 1.2 AT Kappa2 with Sunroof,3
840,Alto VXi AMT [2014-2018],2
841,Seltos HTK Plus AT 1.5 Diesel [2020-2021],18
842,C-Coupe 43 AMG 4MATIC,5
843,XUV500 W10 AT 1.99,14
844,Q5 40 TDI Premium Plus,13
845,Thar LX 4-STR Convertible Diesel AT,14
846,Creta 1.4 S,3
847,Estilo LXi BS-IV,2
848,A6 35 TFSI Matrix,13
849,Pulse RxL ABS Diesel [2015-2017],9
850,Amaze 1.5 E i-DTEC,1
851,Terrano XL D THP 110 PS,8
852,Tiago Revotron XZA,10
853,Ignis Delta 1.2 AMT,2
854,Polo Highline Plus 1.0L TSI,11
855,i10 Magna 1.2,3
856,Xcent S 1.2,3
857,Octavia Style 1.8 TSI AT,7
858,Amaze 1.2 VX MT Petrol [2018-2020],1
859,XUV500 W8 AWD,14
860,i10 Magna (O),3
861,S90 D4 Inscription,20
862,Xcent S 1.1 CRDi (O),3
863,E-Class 200,5
864,Polo 1.5 TDI,11
865,C-Class 250 CDI Avantgarde,5
866,Ecosport Titanium + 1.5L TDCi [2019-2020],12
867,Kwid 1.0 RXL [2017-2019],9
868,Innova 2.5 V 7 STR,4
869,DZire ZXi AGS,2
870,Ameo Trendline 1.5L (D),11
871,SX4 VXi,2
872,E-Class E200 CGI Blue Efficiency,5
873,Wagon R LXi,2
874,Grand i10 Magna U2 1.2 CRDi,3
875,Harrier XT Plus Dark Edition,10
876,C-Class C220d Progressive,5
877,Ertiga ZXI+,2
878,Amaze 1.2 E MT Petrol [2018-2020],1
879,Vento Highline Diesel AT,11
880,Vento Highline Plus 1.6 (P),11
881,GLS 450 4MATIC,5
882,Q5 2.0 TDI quattro Technology Pack,13
883,Q5 3.0 TDI quattro,13
884,Verna Fluidic 1.6 CRDi SX Opt,3
885,Q2 Premium 40 TFSI quattro,13
886,CLA 200 CDI Sport (CBU),5
887,Etios 1.2 G,4
888,i10 Era 1.1 iRDE2 [2010-2017],3
889,Santro GL Plus,3
890,Bolero SLE BS IV,14
891,Beat LT Diesel,30
892,XC40 T4 R-Design,20
893,Vitara Brezza ZDi Plus AGS,2
894,Ertiga VXI AT,2
895,Accord 2.4 AT,1
896,Ertiga ZXi AT,2
897,Ciaz Delta Hybrid 1.5 AT [2018-2020],2
898,Swift DZire VDi,2
899,i20 Asta 1.4 CRDI,3
900,Ertiga ZXi Plus,2
901,Bolero SLE BS III,14
902,Ertiga VXI,2
903,i10 Sportz 1.2 AT,3
904,Innova 2.5 ZX 7 STR BS-IV,4
905,Ciaz ZDi (O) [2014-2015],2
906,Ciaz S 1.4 MT,2
907,Hexa XM 4x2 7 STR,10
908,Vento Comfortline 1.6 (P),11
909,Elite i20 Asta 1.0 Turbo IMT Dual Tone,3
910,A-Class Sedan 200,5
911,Nexon XM Diesel,10
912,i20 Sportz 1.2 BS-IV,3
913,Wrangler Rubicon,16
914,Amaze 1.2 S AT i-VTEC,1
915,Amaze 1.2 E i-VTEC,1
916,Ameo Highline1.2L (P) [2016-2018],11
917,Celerio ZXi AMT,2
918,Aura S 1.2 CNG,3
919,Duster 85 PS Sandstorm Edition Diesel,9
920,Jazz VX CVT Petrol,1
921,Ecosport Ambiente 1.5L Ti-VCT,12
922,i20 Magna (O) 1.4 CRDI,3
923,XUV500 W9 [2018-2020],14
924,i10 Era,3
925,Superb Sportline AT,7
926,A4 35 TDI Premium,13
927,Thar LX 4-STR Convertible Diesel MT,14
928,Duster 110 PS RXL 4X2 AMT [2016-2017],9
929,Octavia RS,7
930,Elite i20 Asta 1.2 [2016-2017],3
931,CLS 300d [2018-2019],5
932,Innova 2.8 GX AT 8 STR [2016-2020],4
933,V-Class Elite LWB,5
934,Scorpio S6 Plus Intelli-Hybrid,14
935,Venue S 1.0 AT Petrol [2019-2020],3
936,Wagon R VXi (O),2
937,Vitara Brezza VXi,2
938,X7 xDrive40i M Sport,6
939,Verna SX (O) AT Anniversary Edition 1.6 VTVT,3
940,X1 sDrive20d,6
941,X3 xDrive30i M Sport,6
942,Elantra 2.0 SX (O) AT,3
943,Kiger RXZ AMT,9
944,Verna 1.6 VTVT SX AT,3
945,Safari 2.2 VX 4x2 Varicor400,10
946,DZire LDi,2
947,S90 Momentum D4 [2018-2020],20
948,Cooper JCW Hatchback,25
949,S-Class S 500,5
950,Jazz S AT [2015-2016],1
951,XC60 Inscription,20
952,XC90 D5 Inscription,20
953,Kwid CLIMBER 1.0 [2017-2019],9
954,Thar AX 6-STR Soft Top Petrol MT,14
955,Ertiga ZDi,2
956,Pajero 2.5 AT,27
957,Quanto C4,14
958,Celerio VXi (O) [2019-2020],2
959,Compass Limited 2.0 Diesel 4x4 [2017-2020],16
960,Celerio LDi [2015-2017],2
961,Wagon R Duo LXi LPG,2
962,S-Class 350 CDI L,5
963,Cayenne Base,17
964,Etios Liva G,4
965,Ciaz Delta Hybrid 1.5 [2018-2020],2
966,Hexa XT 4x2 6 STR,10
967,Alto VXI,2
968,A4 35 TDI Premium Sunroof,13
969,Innova 2.5 E,4
970,XUV500 W4 1.99,14
971,Quanto C8,14
972,A4 35 TDI Premium Plus,13
973,Octavia Elegance 2.0 TDI AT,7
974,Alcazar Platinum 7 STR 1.5 Diesel,3
975,City VX Petrol [2017-2019],1
976,XUV500 W5 [2018-2020],14
977,5-Series 530d M Sport,6
978,Creta SX 1.5 Petrol CVT [2020-2022],3
979,Kwid RXL [2015-2019],9
980,Rapid Elegance 1.6 TDI CR MT,7
981,Nexon XZ Plus Diesel,10
982,Elite i20 Asta 1.4 CRDI,3
983,BR-V V CVT Petrol,1
984,TUV300 T6 Plus AMT,14
985,Xcent S 1.1 CRDi Special Edition,3
986,Zen LX,2
987,Ritz Ldi BS-IV,2
988,Rapid 1.6 MPI Active,7
989,Aspire Titanium1.5 TDCi [2018-2020],12
990,Alcazar Signature (O) 7 Seater 1.5 Diesel AT,3
991,Seltos HTK 1.5 Diesel [2020-2021],18
992,Innova 2.5 GX BS IV 8 STR,4
993,Alto 800 VXi,2
994,Alto LXi,2
995,Verna SX (O) 1.6 CRDi,3
996,5-Series 530d M Sport [2017-2019],6
997,Polo Highline1.5L (D),11
998,X3 20d M Sport,6
999,Q3 35 TDI Premium Plus + Sunroof,13
1000,Terrano XE (D),8
1001,Tiago NRG Petrol,10
1002,S-Class S 450,5
1003,Celerio ZXi AMT [2017-2019],2
1004,Spark LS 1.0 BS-III,30
1005,Grand i10 NIOS Sportz 1.2 Kappa VTVT,3
1006,CR-V 2.0L 2WD AT,1
1007,Swift DZire LXI,2
1008,B-class B180 Sports,5
1009,ZS EV Exclusive [2020-2021],15
1010,Xcent SX 1.1 CRDi (O),3
1011,Octavia 2.0 TDI L&K,7
1012,Santro Sportz [2018-2020],3
1013,Corolla Altis GL Petrol,4
1014,Altroz XT Petrol,10
1015,XC40 D4 R-Design,20
1016,WR-V VX MT Diesel,1
1017,Cayenne 3.2 V6 Petrol,17
1018,City CVT,1
1019,KUV100 K6 D 6 STR [2016-2017],14
1020,Bolero Power Plus ZLX,14
1021,Innova 2.7 GX AT 7 STR [2016-2020],4
1022,Sunny XL,8
1023,Ciaz Zeta 1.3 Hybrid,2
1024,Discovery Sport HSE Petrol 7-Seater,19
1025,Ecosport Titanium 1.5 TDCi,12
1026,Brio VX AT,1
1027,Wagon R LXi 1.0 CNG,2
1028,Fiesta Titanium Diesel,12
1029,GLA 200 d Style,5
1030,Innova 2.0 G1 BS-IV,4
1031,Alto 800 Std,2
1032,City 1.5 E MT,1
1033,Ciaz Alpha 1.4 AT,2
1034,Compass Limited (O) 1.4 Petrol DCT,16
1035,E-Class 280 CDI Elegance,5
1036,XUV500 W11 (O) AT,14
1037,Creta SX (O) 1.5 Diesel Automatic,3
1038,XUV500 W10 AWD,14
1039,Accord 2.4 iVtec AT,1
1040,Etios VXD,4
1041,Range Rover Velar 2.0 S Petrol 250,19
1042,E-Class E200,5
1043,B-class B180,5
1044,Sail Sedan 1.2 LS,30
1045,XUV700 AX 7 Petrol AT Luxury Pack 7 STR,14
1046,Grand i10 Asta 1.1 CRDi [2013-2016],3
1047,GLS 400 4MATIC,5
1048,Ritz Vxi (ABS) BS-IV,2
1049,XUV500 W8 [2015-2017],14
1050,Figo Duratec Petrol ZXI 1.2,12
